step,reward
642000,0.32562536
643000,0.368233
644000,0.3102738
645000,0.35336983
646000,0.36476415
647000,0.24437608
648000,0.300426
649000,0.38394928
650000,0.33270794
651000,0.37573934
652000,0.4170026
653000,0.36499044
654000,0.31067345
655000,0.3862567
656000,0.39302495
657000,0.27532846
658000,0.39453152
659000,0.34393784
660000,0.34766257
661000,0.38030168
662000,0.35198843
663000,0.34719262
664000,0.3441966
665000,0.37840897
666000,0.28311294
667000,0.30407402
668000,0.36248156
669000,0.32085845
670000,0.38026848
671000,0.35735703
672000,0.44980472
673000,0.38884807
674000,0.2917392
675000,0.38828248
676000,0.44265282
677000,0.35597512
678000,0.45805785
679000,0.34990793
680000,0.3853857
681000,0.4263636
682000,0.3201509
683000,0.26301003
684000,0.3869499
685000,0.50390166
686000,0.29500863
687000,0.38020125
688000,0.3565404
689000,0.33014908
690000,0.3887926
691000,0.23191963
692000,0.30216345
693000,0.3266408
694000,0.31571203
695000,0.3744801
696000,0.3138639
697000,0.33534577
698000,0.32411262
699000,0.37727138
700000,0.33951303
701000,0.40787825
702000,0.32449564
703000,0.35746923
704000,0.3503073
705000,0.47343063
706000,0.2901244
707000,0.32542
708000,0.45485732
709000,0.30199903
710000,0.38059115
711000,0.36268482
712000,0.36404753
713000,0.39199167
714000,0.37131634
715000,0.36844328
716000,0.27794206
717000,0.3688956
718000,0.40612665
719000,0.40147218
720000,0.4542773
721000,0.32253134
722000,0.37584612
723000,0.34366426
724000,0.47150263
725000,0.36429927
726000,0.40652362
727000,0.40868863
728000,0.44922304
729000,0.3668026
730000,0.25154558
731000,0.4495431
732000,0.3822536
733000,0.27416313
734000,0.43855524
735000,0.37290537
736000,0.34746283
737000,0.3282958
738000,0.38310513
739000,0.3201153
740000,0.3360721
741000,0.3060668
742000,0.22258495
743000,0.37988722
744000,0.39854476
745000,0.2834056
746000,0.3540926
747000,0.32816663
748000,0.313847
749000,0.39203024
750000,0.41392976
751000,0.36917397
752000,0.36502692
753000,0.48882803
754000,0.28719226
755000,0.20910886
756000,0.3666899
757000,0.43442497
758000,0.2926195
759000,0.4302841
760000,0.2818394
761000,0.2782305
762000,0.35946605
763000,0.33001843
764000,0.3672649
765000,0.48469105
766000,0.38980368
767000,0.35656118
768000,0.36784685
769000,0.39413834
770000,0.33916882
771000,0.27383924
772000,0.35042885
773000,0.31946355
774000,0.48213604
775000,0.44140813
776000,0.36772344
777000,0.31663355
778000,0.2702791
779000,0.34306043
780000,0.4834137
781000,0.29173887
782000,0.28854218
783000,0.4786298
784000,0.42187107
785000,0.45235923
786000,0.3270001
787000,0.28331584
788000,0.23827465
789000,0.39184526
790000,0.36300313
791000,0.27170587
792000,0.337717
793000,0.33159885
794000,0.3888397
795000,0.4201959
796000,0.3412661
797000,0.3978846
798000,0.3288688
799000,0.37455717
800000,0.39924827
801000,0.3047648
802000,0.31425983
803000,0.47350612
804000,0.47371006
805000,0.3331003
806000,0.340957
807000,0.26488298
808000,0.26585415
809000,0.35422352
810000,0.32321295
811000,0.34639144
812000,0.36278495
813000,0.30494744
814000,0.3074403
815000,0.47841778
816000,0.43655398
817000,0.38765258
818000,0.2885337
819000,0.2771379
820000,0.311046
821000,0.35558724
822000,0.35020143
823000,0.38230917
824000,0.36693645
825000,0.3137248
826000,0.4076723
827000,0.3974641
828000,0.27616465
829000,0.35121223
830000,0.42263344
831000,0.36374918
832000,0.44103298
833000,0.3855673
834000,0.24130829
835000,0.33508655
836000,0.28916523
837000,0.35215512
838000,0.35534924
839000,0.40545642
840000,0.39017913
841000,0.3906192
842000,0.44772956
843000,0.42725742
844000,0.42241204
845000,0.50839955
846000,0.30975983
847000,0.27809975
848000,0.2567998
849000,0.47464848
850000,0.45854005
851000,0.37670964
852000,0.3186145
853000,0.41527104
854000,0.355619
855000,0.30326077
856000,0.40452087
857000,0.33983403
858000,0.2766339
859000,0.3469944
860000,0.35124552
861000,0.3304263
862000,0.31668255
863000,0.28583908
864000,0.34585977
865000,0.428974
866000,0.4043663
867000,0.32632887
868000,0.42087677
869000,0.36419374
870000,0.48113078
871000,0.3255389
872000,0.46941516
873000,0.4287757
874000,0.36038336
875000,0.39095736
876000,0.39766708
877000,0.38505876
878000,0.42563426
879000,0.35649285
880000,0.27992162
881000,0.36803102
882000,0.23592225
883000,0.32732257
884000,0.37416223
885000,0.3497138
886000,0.4103899
887000,0.26221704
888000,0.27743074
889000,0.28844365
890000,0.2710595
891000,0.26564574
892000,0.38974416
893000,0.32352763
894000,0.35431287
895000,0.40601724
896000,0.46061236
897000,0.33215034
898000,0.3291073
899000,0.30044162
900000,0.44644618
901000,0.3916677
902000,0.4061668
903000,0.4953819
904000,0.3872082
905000,0.42972195
906000,0.3982778
907000,0.36948195
908000,0.34710312
909000,0.3480212
910000,0.23243873
911000,0.30053967
912000,0.20741288
913000,0.3309315
914000,0.3357384
915000,0.2140949
916000,0.33433604
917000,0.31891018
918000,0.38606828
919000,0.38666716
920000,0.35107622
921000,0.15224038
922000,0.3537387
923000,0.38409743
924000,0.437635
925000,0.29180676
926000,0.36348686
927000,0.29824057
928000,0.30505702
929000,0.37924796
930000,0.38332385
931000,0.38163233
932000,0.3316063
933000,0.34326184
934000,0.31150553
935000,0.32424262
936000,0.29024532
937000,0.38092744
938000,0.38695416
939000,0.3518389
940000,0.35944265
941000,0.21547721
942000,0.3121546
943000,0.39522278
944000,0.26247537
945000,0.42741594
946000,0.42712268
947000,0.41713238
948000,0.37251073
949000,0.33917153
950000,0.2614209
951000,0.37538776
952000,0.27184314
953000,0.39294857
954000,0.29000697
955000,0.35021046
956000,0.38621596
957000,0.3539826
958000,0.3234165
959000,0.36799166
960000,0.32489944
961000,0.47617084
962000,0.26919213
963000,0.48397514
964000,0.36954308
965000,0.31454113
966000,0.3845104
967000,0.41498807
968000,0.35070682
969000,0.34846985
970000,0.318649
971000,0.5085779
972000,0.35057473
973000,0.38619396
974000,0.42539144
975000,0.39347038
976000,0.38513228
977000,0.344534
978000,0.40763637
979000,0.32911444
980000,0.42698795
981000,0.44366467
982000,0.3467948
983000,0.39537492
984000,0.43649474
985000,0.36526003
986000,0.2659885
987000,0.37217984
988000,0.44506404
989000,0.31271023
990000,0.27775863
991000,0.38465095
992000,0.2766542
993000,0.3328296
994000,0.33473274
995000,0.3674846
996000,0.34939522
997000,0.32938144
998000,0.3527214
999000,0.38044754
1000000,0.34098122
1001000,0.39889884
1002000,0.35740104
1003000,0.5415922
1004000,0.4529812
1005000,0.4238276
1006000,0.4003947
1007000,0.38918048
1008000,0.31561375
1009000,0.32652965
1010000,0.23709644
1011000,0.245767
1012000,0.4243221
1013000,0.36979282
1014000,0.48855516
1015000,0.38094744
1016000,0.42720646
1017000,0.43019843
1018000,0.37196413
1019000,0.39999822
1020000,0.3726575
1021000,0.33774978
1022000,0.43122423
1023000,0.38229656
1024000,0.34077242
1025000,0.3491966
1026000,0.3347874
1027000,0.45262328
1028000,0.36798722
1029000,0.35642284
1030000,0.36641094
1031000,0.40597752
1032000,0.39092487
1033000,0.2925976
1034000,0.32260478
1035000,0.3631483
1036000,0.30864635
1037000,0.41202387
1038000,0.3530237
1039000,0.32622448
1040000,0.46668443
1041000,0.45940706
1042000,0.37605807
1043000,0.44590843
1044000,0.34673283
1045000,0.4395868
1046000,0.4654962
1047000,0.34539977
1048000,0.43356147
1049000,0.42101213
1050000,0.42276958
1051000,0.47152376
1052000,0.28600806
1053000,0.37713975
1054000,0.3775534
1055000,0.34653306
1056000,0.3308942
1057000,0.34205317
1058000,0.36559558
1059000,0.4067035
1060000,0.38239247
1061000,0.48536992
1062000,0.36295524
1063000,0.33143142
1064000,0.4702138
1065000,0.44234163
1066000,0.47519904
1067000,0.36252213
1068000,0.45134866
1069000,0.35869092
1070000,0.32670012
1071000,0.3107327
1072000,0.33466423
1073000,0.421029
1074000,0.4412707
1075000,0.35440874
1076000,0.4364157
1077000,0.26749402
1078000,0.47998947
1079000,0.387543
1080000,0.34456494
1081000,0.36501116
1082000,0.43429026
1083000,0.37799942
1084000,0.3858752
1085000,0.36720192
1086000,0.33377314
1087000,0.41036576
1088000,0.4474887
1089000,0.36642638
1090000,0.3667173
1091000,0.38127905
1092000,0.3850085
1093000,0.40244052
1094000,0.39681032
1095000,0.4023095
1096000,0.30877873
1097000,0.2929421
1098000,0.445351
1099000,0.38666108
1100000,0.46053514
1101000,0.43188468
1102000,0.4516148
1103000,0.31182218
1104000,0.36501262
1105000,0.38878906
1106000,0.45798513
1107000,0.40999258
1108000,0.39707634
1109000,0.34197468
1110000,0.28686884
1111000,0.48263878
1112000,0.33212566
1113000,0.49483183
1114000,0.40836957
1115000,0.34372467
1116000,0.3192715
1117000,0.45786908
1118000,0.32084846
1119000,0.35570845
1120000,0.38220593
1121000,0.32168606
1122000,0.35582063
1123000,0.34264147
1124000,0.46949744
1125000,0.4548842
1126000,0.34644535
1127000,0.41444167
1128000,0.3716057
1129000,0.32422262
1130000,0.38131252
1131000,0.37604785
1132000,0.42438295
1133000,0.28763586
1134000,0.47722977
1135000,0.2957207
1136000,0.29068714
1137000,0.38270864
1138000,0.35647714
1139000,0.4771054
1140000,0.40424338
1141000,0.49504668
1142000,0.25350973
1143000,0.4324021
1144000,0.44817668
1145000,0.32479277
1146000,0.35759196
1147000,0.44621333
1148000,0.46359235
1149000,0.3869976
1150000,0.35636184
1151000,0.36811107
1152000,0.28287607
1153000,0.34683615
1154000,0.35411757
1155000,0.3105686
1156000,0.34303513
1157000,0.3362915
1158000,0.4107654
1159000,0.42902285
1160000,0.43148014
1161000,0.29681727
1162000,0.39097285
1163000,0.47188395
1164000,0.31378385
1165000,0.45587143
1166000,0.34268817
1167000,0.4529993
1168000,0.35513914
1169000,0.32704812
1170000,0.334628
1171000,0.36952487
1172000,0.36401537
1173000,0.4698522
1174000,0.41568974
1175000,0.48925063
1176000,0.3902145
1177000,0.5266396
1178000,0.44682193
1179000,0.40909404
1180000,0.34342828
1181000,0.44685882
1182000,0.3897204
1183000,0.50687504
1184000,0.41240433
1185000,0.39263654
1186000,0.38644072
1187000,0.26042712
1188000,0.50743693
1189000,0.32755357
1190000,0.35492778
1191000,0.4226517
1192000,0.42175007
1193000,0.40678865
1194000,0.4077786
1195000,0.24256703
1196000,0.36143178
1197000,0.33934546
1198000,0.31056994
1199000,0.26993126
1200000,0.46257436
1201000,0.423397
1202000,0.3960143
1203000,0.3425401
1204000,0.4737922
1205000,0.40958598
1206000,0.34050137
1207000,0.41825348
1208000,0.33369783
1209000,0.38526717
1210000,0.35708484
1211000,0.30184707
1212000,0.4320556
1213000,0.35403213
1214000,0.35442308
1215000,0.44626468
1216000,0.46483684
1217000,0.35456827
1218000,0.37075442
1219000,0.4052709
1220000,0.34355667
1221000,0.43753117
1222000,0.39564055
1223000,0.39252782
1224000,0.51149225
1225000,0.5366334
1226000,0.3182732
1227000,0.41618937
1228000,0.4677848
1229000,0.47570616
1230000,0.41081753
1231000,0.40707096
1232000,0.25567073
1233000,0.3629195
1234000,0.46225965
